File Name,num_detection_circle,diameters,num_detection_square,wwtp_area_square
18175.png,12,[     58.882      56.393      58.836      58.944      58.588      56.231      56.521       56.07      16.059      16.116      16.505       16.45],10,[     4130.9      1296.6      532.05      1029.9      7548.6      6080.8      794.52      554.88      266.74      283.86]
18176.png,0,0,0,[0]
18177.png,4,[     48.045      47.818      34.173      34.067],2,[     7488.7       95.57]
18178.png,0,[],3,[     1272.4      1272.4      2845.7]
18179.png,4,[     47.932      51.459      12.642      12.054],11,[     2493.4      1420.7      1149.7      1159.7      9019.3      2131.1      269.59      433.63      4286.4      506.38      4403.4]
18180.png,10,[     50.766      50.891      50.316      50.837       51.74      50.998      49.845      50.208      50.298      50.371],3,[     2186.7      1591.9      1885.7]
18181.png,0,[],3,[     4767.1      4443.3      2072.6]
18182.png,4,[     40.295      39.636      33.175      32.707],2,[     2674.5      3938.3]
18183.png,1,[     34.226],0,[]
18184.png,8,[      47.11      47.033      34.961      34.306       25.57      26.201      34.306      34.961],3,[     2961.2       10162      4902.6]
18185.png,3,[     38.213      37.614      37.614],0,[]
18186.png,8,[     45.939      46.665      46.254      44.186      46.057      45.919      45.242      44.737],5,[     924.32      1146.8      514.94      1500.6      1526.3]
18187.png,5,[     36.287      36.061      37.347      19.714      37.347],9,[     2497.7      2218.1      1029.9      2333.6      2955.5      2867.1      5279.2      413.66       10376]
18188.png,8,[     53.923      54.759      54.957      55.467      54.074      54.058      21.137      21.605],8,[     8785.3      5614.4      348.05      1161.1      607.66      1456.4      1924.2      345.19]
18189.png,0,0,0,[0]
18190.png,1,[     17.206],6,[     1212.5      902.92      6453.1      2383.5      1024.2        1134]
18191.png,4,[     45.899      51.968      51.968      46.038],5,[       9296      8748.2      962.83      3463.3      292.42]
18193.png,2,[     30.255      30.761],2,[     4143.8        2084]
18194.png,0,[],2,[     111.26      216.82]
18195.png,0,[],10,[       2957      1908.6      9053.5      937.16       901.5      8648.4      1065.5      3209.4      522.07      1466.4]
18196.png,0,0,0,[0]
18197.png,0,[],3,[     8535.7        6737      309.53]
18198.png,0,0,0,[0]
18199.png,2,[     43.856       43.44],5,[     2909.9      1299.5      2855.7      1199.6      1941.4]
18200.png,4,[     37.347       37.95      13.875      14.198],2,[     1925.7      1939.9]
18201.png,0,0,0,[0]
18202.png,2,[      43.98      45.141],1,[     4872.7]
18203.png,0,0,0,[0]
18204.png,4,[       31.2      33.826      31.605      31.634],0,[]
18205.png,0,[],3,[      14933        3101       12921]
18206.png,2,[     23.613      23.264],12,[     507.81        6543       426.5      567.72      3235.1      3608.8      897.22      644.74      851.57      2630.3      1454.9      285.28]
18207.png,0,[],1,[     4353.4]
18208.png,3,[      29.71      29.433      29.248],7,[     988.51      994.22      989.94      335.21       329.5      159.76      332.36]
18209.png,4,[      61.64      63.139      62.735      61.669],5,[     614.79      9692.5      1062.7      1009.9      862.98]
18210.png,8,[     56.953      57.808      58.511      58.324      26.512      47.456       47.36      27.619],8,[      12960       783.1      1279.5      1319.4      1310.9      1098.3      1253.8       102.7]
18211.png,4,[     33.257      35.065      34.674      33.933],1,[     1775.9]
18212.png,0,[],1,[     3326.4]
18213.png,4,[     39.659      36.561      37.152      36.536],6,[     5340.5      5454.6        1348      389.41      1359.4      316.67]
18214.png,4,[     54.941      55.336      54.941      55.336],5,[      10089        3345      4670.1      7142.1      1323.7]
18215.png,2,[     34.596        34.7],3,[      674.7      6754.1      3307.9]
18216.png,0,0,0,[0]
18217.png,0,[],1,[     1710.3]
18218.png,3,[     40.876      41.756       41.34],7,[     2951.3      3155.2        1736      1239.6      668.99      5177.9      2995.5]
18219.png,0,0,0,[0]
18220.png,0,0,0,[0]
18221.png,4,[     40.609      44.329       32.09       16.67],4,[     761.71      2842.9       129.8      201.13]
18222.png,8,[     46.704      46.235      46.645      58.758      60.299      45.681      23.651      24.995],4,[      10848       10924      757.43      6407.5]
18223.png,0,0,0,[0]
18224.png,0,[],3,[     5444.6      5624.4       372.3]
18225.png,0,0,0,[0]
18226.png,2,[     51.459      51.353],3,[     1500.6      1479.2      581.98]
18227.png,7,[     26.132      29.279      29.862       26.34      29.279      29.862      26.132],6,[     1135.4        1589        1639      1433.6        1706        1706]
18228.png,3,[     29.771      50.515      50.063],6,[     6739.8      1788.7      493.54      436.48      6617.2      450.75]
18229.png,4,[     59.557       59.77      59.997       58.82],17,[     1203.9      459.31      522.07      1272.4       907.2       17666       29270      1494.9      1633.3       777.4      1707.4      6367.5      1597.6        2870      1099.8       30006      4119.5]
18230.png,0,0,0,[0]
18231.png,0,0,0,[0]
18232.png,2,[     45.081      46.018],5,[     3403.4        3422      245.34      684.68      299.55]
18233.png,0,[],2,[     2081.1        6088]
18234.png,0,0,0,[0]
18235.png,3,[     43.314       43.23      45.282],3,[     3637.4      2352.2      5280.6]
18236.png,2,[     37.541      36.287],2,[     473.57      857.28]
18237.png,3,[     36.212      34.987      13.544],3,[     3069.7        2927      621.92]
18238.png,2,[     33.285      32.679],3,[     3038.3      6259.1      2984.1]
18239.png,0,0,0,[0]
18240.png,0,[],3,[      14869      2877.1      991.36]
18241.png,2,[     27.354      25.888],4,[     1189.6      788.81      188.29      2464.9]
18242.png,2,[     47.226      47.322],4,[     4159.4      4055.3       750.3      1587.6]
18243.png,2,[     40.876      40.765],3,[     2728.7      2651.7      289.56]
18244.png,0,0,0,[0]
18245.png,2,[     59.419      59.709],4,[     4992.5      5102.3      3952.6       10510]
18246.png,2,[     42.787      43.627],1,[     2949.8]
18247.png,1,[     36.486],0,[]
18249.png,1,[     26.028],1,[     1407.9]
18250.png,0,[],1,[     2740.2]
18251.png,0,[],5,[      17929      3774.3      2590.4      432.21      3945.5]
18252.png,0,[],1,[     721.77]
18253.png,4,[      26.58      27.946      27.946       26.58],3,[     148.35      1088.4      148.35]
18254.png,0,0,0,[0]
18255.png,3,[     47.168      47.303      50.855],4,[     7859.6      4403.4      650.45      964.26]
18256.png,2,[     28.652      27.978],3,[     2039.8      1313.7      1437.8]
18257.png,1,[     33.093],5,[      12986      5919.6      527.78      1309.5      934.31]
18258.png,0,[],7,[     857.28       10336      5070.9      5289.2      948.57      509.23      5105.2]
18259.png,0,0,0,[0]
18260.png,4,[     52.437      49.918      18.771      18.576],0,[]
18261.png,0,0,0,[0]
18262.png,4,[      56.73      56.457      56.376      15.774],9,[     6340.4      4935.4      4869.8        5613      5729.9      902.92      620.49      942.86      1330.9]
18263.png,0,[],2,[     5865.4      5744.2]
18264.png,1,[     33.285],1,[     2225.2]
18265.png,0,0,0,[0]
18266.png,8,[     52.003      51.441      56.762      49.406        55.5      17.828      21.772      13.477],4,[      11538      1098.3      1763.1      646.17]
18267.png,0,[],7,[      24218      1258.1      1181.1      6180.7       18663      3808.5      164.04]
18268.png,1,[     30.494],0,[]
18269.png,0,0,0,[0]
18270.png,2,[     38.919      38.591],2,[     2332.2      215.39]
18271.png,0,[],3,[     289.56      289.56      1369.4]
18272.png,0,0,0,[0]
18273.png,2,[     42.574      29.371],0,[]
18274.png,0,0,0,[0]
18275.png,2,[     33.285      33.339],6,[     3548.9      6946.7        1639      3732.9      1670.3      5420.4]
18276.png,2,[     31.461      31.605],1,[     3092.5]
18277.png,0,[],1,[     286.71]
18278.png,4,[     33.664      33.339      22.831      23.536],2,[     3002.6      925.75]
18279.png,1,[      42.21],0,[]
18280.png,4,[      38.45      39.221      38.591      39.221],2,[     5157.9        5486]
18281.png,3,[     45.661      44.411      46.431],6,[       2743      2637.5      3049.7      1462.1      483.56      778.83]
18282.png,2,[     48.926      48.814],7,[     5125.1      5263.5      865.84      2387.8      159.76      462.16      2320.8]
18283.png,0,[],1,[      12324]
18284.png,0,0,0,[0]
18285.png,2,[     47.989      48.459],2,[     5076.6      415.09]
18287.png,3,[      37.59      37.782       37.59],1,[     1894.3]
18288.png,0,[],1,[      302.4]
18289.png,0,[],3,[     5982.4      517.79      607.66]
18290.png,0,[],3,[     422.22      2380.7      149.77]
18292.png,3,[     41.009      42.638      19.714],4,[     2959.8      2965.5      400.82      1932.8]
18293.png,3,[     19.483       20.26      29.892],1,[     3588.9]
18294.png,3,[     45.242       44.98      20.659],1,[     4814.2]
18295.png,2,[     27.913      27.783],0,[]
18296.png,0,0,0,[0]
18297.png,0,[],6,[     7826.8      7785.4      3815.7       12514      1456.4      1427.8]
18298.png,2,[     48.833       48.29],4,[     1677.5      1496.3      3815.7      332.36]
18299.png,4,[     38.379      36.036      35.859      37.299],7,[     4143.8      2061.2      1994.1      4451.9      298.12        1997      1892.9]
18300.png,1,[     34.173],8,[     2146.8      3259.4      156.91        1435      1089.8      4354.9        2733      1888.6]
18302.png,0,[],1,[     9264.6]
18303.png,4,[     46.077      45.661      45.582       45.88],10,[     3162.4      3236.5      3178.1      3183.8      1908.6      1015.6      1867.2      1710.3      196.85        3770]
18304.png,2,[     31.977      31.749],2,[     1403.6      1280.9]
18305.png,3,[     16.886       17.98      16.886],4,[     1988.4      2015.5      193.99      5674.3]
18306.png,0,[],3,[     4217.9      4347.7      606.23]
18307.png,0,[],3,[     470.72      1563.4      641.89]
18308.png,0,0,0,[0]
18309.png,0,0,0,[0]
18311.png,3,[      25.14      18.771       25.14],8,[     2158.2      5627.2      1236.7      2236.6      1827.2      904.35      236.79      1236.7]
18312.png,1,[     41.164],2,[       2743      2827.2]
18313.png,0,[],1,[     215.39]
18314.png,2,[     36.161      34.883],4,[     3419.1      1671.8      3414.9      2406.4]
18316.png,4,[     47.666      30.937        31.2      17.416],3,[     9451.5      353.75      1477.8]
18319.png,2,[     39.452      39.105],1,[       1522]
18320.png,2,[     39.198      37.177],0,[]
18321.png,2,[     42.914      44.042],2,[     4192.3      4317.8]
18323.png,4,[     58.246      58.542      56.794      56.553],3,[     999.92      969.97       16976]
18325.png,0,0,0,[0]
18326.png,1,[     15.658],2,[     2939.9      630.48]
18328.png,3,[     46.606      46.645      22.185],11,[     3163.8        3238      316.67      1296.6       399.4      813.06        1067      4093.8      416.51        1532       977.1]
18329.png,0,0,0,[0]
18331.png,3,[     34.013      34.857      16.284],3,[     1456.4      2527.6      339.49]
18332.png,4,[     49.553      50.998      48.064      49.092],6,[     3206.6      6841.1      1551.9      7481.6      1523.4      5380.5]
18333.png,9,[     43.272      43.125      50.407      49.516      42.872      42.059      52.038      51.705      19.714],13,[     3727.2      2009.8      3213.7      1737.4      4614.5      3738.6      7848.2      696.09      1061.3      1302.3      1262.4      1440.7       10827]
18334.png,2,[      42.21      41.252],5,[     2026.9      3190.9      3083.9       804.5      731.75]
18335.png,0,[],1,[      11943]
18336.png,1,[     44.268],9,[     3717.3      7491.6      1111.2       43958      497.82      868.69      2516.2        2054      1811.6]
18337.png,0,0,0,[0]
18338.png,3,[     49.699      42.102      41.821],5,[     3001.2      597.67      1887.2      2790.1       405.1]
18339.png,7,[     47.283      49.589      47.149      57.761      48.907      39.475      41.581],7,[     3349.2      5698.6      4434.7      8234.7      3400.6      3824.2      3847.1]
18340.png,3,[     44.859      33.664      34.359],1,[     1594.7]
18341.png,2,[     45.781      45.998],7,[     5795.5      3279.3      3404.9      3046.8      2235.2      1911.4      549.17]
18342.png,3,[     33.853      32.762      33.529],7,[       3024       10530      4500.4      299.55      352.33      581.98      961.41]
18343.png,0,[],2,[       3345      3346.4]
18344.png,0,[],4,[     807.35      1616.1      600.52      624.77]
18345.png,2,[     43.335      40.046],4,[     3711.5      2556.1      5043.8      413.66]
18346.png,0,0,0,[0]
18347.png,2,[     44.021      42.956],3,[     2590.4      2580.4      6028.1]
18349.png,15,[     72.911        73.9      39.059      69.283      72.661      73.147       70.13      39.864      87.442       31.49        88.3      32.118      32.316       38.26      62.807],3,[     877.25      2643.2        2676]
18350.png,8,[      43.02      43.083      43.188      42.914      43.146      42.893      17.777      17.929],7,[     5125.1      5045.3      5035.3      922.89      5431.8      1815.8      397.97]
18352.png,3,[     44.452      41.559      19.668],4,[     6495.9      5180.8      9103.4       11414]
18354.png,4,[     37.396      39.383      33.339      32.928],9,[     2400.7      3001.2      2085.4      610.51       226.8      961.41      489.26      243.92        1308]
18356.png,1,[     34.569],1,[     442.19]
18357.png,0,[],5,[      12959       12341      840.16      3106.7        4285]
18361.png,1,[     18.081],3,[     1971.3        1736      2583.2]
18362.png,6,[     38.779      37.541      40.407      44.818      40.317      43.731],3,[     2014.1      320.94      229.65]
18363.png,0,[],7,[     231.08      1377.9      231.08      827.32      4865.5      2119.7      208.26]
18364.png,2,[     41.318      41.274],2,[     2881.4      5819.8]
18365.png,1,[     47.532],0,[]
18366.png,2,[     37.854       36.66],16,[     4644.4      5267.8      2848.6      8266.1        6901      4296.4      5383.3      1810.1       631.9      2292.3      3216.6      1069.8      2537.6      834.46      2727.3      510.66]
18367.png,0,0,0,[0]
18368.png,0,0,0,[0]
18369.png,0,[],9,[      14568       523.5      436.48      765.99      106.98      212.54      761.71      2146.8      3316.4]
18370.png,0,0,0,[0]
18371.png,0,0,0,[0]
18372.png,0,0,0,[0]
18373.png,3,[     44.879      43.897      16.172],9,[       1037      5625.8        1338      1158.3      243.92      870.12       399.4      671.84      1536.3]
18374.png,5,[     54.493      54.626      54.526      54.091      16.172],0,[]
18375.png,5,[     54.024      54.242      54.559      54.242      15.774],0,[]
18376.png,6,[     45.322      45.222      45.462       45.88      13.135      13.135],7,[      11139       11341      731.75      666.14       680.4      295.27      935.73]
18377.png,0,0,0,[0]
18378.png,0,[],2,[     3122.4      433.63]
18379.png,0,0,0,[0]
18380.png,2,[     24.518      24.555],4,[     1867.2      1340.8      1902.8      768.84]
18381.png,5,[     48.215      46.057      47.571      47.532        17.1],1,[     1737.4]
18382.png,7,[     63.654      65.093      64.645      64.223      65.149      65.856      14.763],6,[      13083       12888      1624.7      156.91      673.27      2500.5]
18383.png,4,[     45.141      49.553       44.35      16.832],2,[     5095.2      1139.7]
18384.png,5,[     38.022      19.943      37.226      37.299      37.054],0,[]
18385.png,2,[     47.685       47.97],0,[]
18386.png,5,[     43.897      39.082       43.02      36.932      22.671],5,[     3610.3      3611.7        3024      3022.6      2246.6]
18387.png,3,[     56.441      55.745      22.989],2,[     499.25      1042.7]
18388.png,0,0,0,[0]
18389.png,1,[     46.606],0,[]
18390.png,0,0,0,[0]
18391.png,4,[     39.452      39.521       18.33      18.527],1,[     370.87]
18392.png,3,[     38.966      28.556      29.123],3,[     2864.3      2052.6      249.62]
18393.png,0,0,0,[0]
18394.png,0,0,0,[0]
18395.png,0,0,0,[0]
18396.png,4,[     40.362      40.159      25.641      25.641],4,[     4839.8        1706      1677.5      389.41]
18397.png,0,0,0,[0]
18398.png,2,[     33.906      34.464],6,[     1744.5      1948.5      276.73      1959.9        1124      590.54]
18399.png,7,[     25.356      24.995      20.747       21.98      15.187      44.697       44.35],8,[     1750.2      1798.7      3631.7        4770      4707.2      340.91      360.88      392.27]
18401.png,0,0,0,[0]
18402.png,4,[     54.091      38.755      54.091      38.213],1,[      15602]
18403.png,0,0,0,[0]
18404.png,0,0,0,[0]
18405.png,3,[      32.79      32.484      17.416],13,[     2785.8      2484.8      2032.6      850.15      4858.4      1126.9      620.49      862.98       631.9      4263.6      2477.7        1231      4597.4]
18407.png,0,0,0,[0]
18408.png,5,[     28.935      30.225      22.348      22.267        17.1],4,[     5450.4      2225.2      2627.5      2623.2]
18409.png,3,[     30.524       24.07      23.381],1,[     1888.6]
18410.png,4,[     83.674      81.263      81.263      83.674],5,[     1550.5      2694.5      704.65      2076.9      1242.4]
18411.png,0,[],4,[     2586.1      6186.4      1111.2      231.08]
18412.png,0,0,0,[0]
18413.png,0,0,0,[0]
18414.png,0,0,0,[0]
18415.png,2,[     47.875       47.59],1,[     563.44]
18416.png,0,[],1,[     373.72]
18418.png,2,[     39.337      40.987],4,[     3149.5        3218       85387   1.065e+05]
18419.png,0,[],4,[     3520.4      1089.8      2357.9      5119.4]
18420.png,0,[],3,[     3534.7      1071.2        2395]
18421.png,2,[     28.967      28.873],1,[       1104]
18422.png,6,[      46.45       43.69      47.245      46.878      32.175      14.005],8,[     5470.3      175.45        1154      3115.3      537.76      1569.1      768.84      1202.5]
18423.png,2,[     40.921       41.23],7,[     4267.9      193.99       323.8      1895.7      1255.3      209.68      660.43]
18424.png,2,[     20.615      16.993],5,[     156.91      231.08       653.3      7789.7      2239.5]
18425.png,5,[     65.247      100.57      66.035      101.12      65.594],3,[     7845.3      395.12      687.53]
18426.png,3,[     37.541      37.854      33.148],8,[     1258.1      3989.7      1095.5      5882.6      5354.8      544.89      1051.3      630.48]
18427.png,0,0,0,[0]
18428.png,0,0,0,[0]
18429.png,0,0,0,[0]
18431.png,0,0,0,[0]
18432.png,6,[     42.274      42.808      43.209      45.222      42.872      50.154],8,[     3968.3      3989.7      611.93      1305.2        3519      937.16      512.09      741.74]
18433.png,2,[     27.848      27.155],8,[     5143.7      1242.4      1523.4      3546.1      2918.5       10129      2536.2       626.2]
18435.png,0,0,0,[0]
18436.png,0,0,0,[0]
18437.png,3,[     43.565      41.886      39.291],2,[     4179.4      1948.5]
18438.png,2,[     37.372      36.061],10,[     1948.5        1910      3784.3        1880      1387.9      3600.3      650.45      1466.4      9234.6      557.73]
18439.png,2,[      23.42      21.436],6,[     393.69      1071.2      2346.5      1185.4      942.86      2056.9]
18441.png,4,[      37.59      39.383      40.654       38.45],7,[     2213.8        1037      2001.3      2249.5      4844.1      339.49      1278.1]
18442.png,2,[      42.36      42.998],2,[     2460.6      2283.7]
18443.png,0,0,0,[0]
18444.png,0,0,0,[0]
18445.png,1,[     17.468],1,[       3101]
18446.png,0,0,0,[0]
18447.png,0,0,0,[0]
18448.png,2,[     34.517      35.732],2,[      151.2       151.2]
18449.png,4,[     36.511      35.707      35.985      34.909],4,[     2771.5      3946.9      3835.6      500.67]
18450.png,2,[     39.244      39.314],1,[     152.63]
18451.png,4,[     40.475      42.102      29.495      29.341],8,[       3064      2905.6      1544.8      959.98      788.81      1111.2      1653.2      242.49]
18452.png,0,0,0,[0]
18453.png,3,[     27.848      36.784      27.946],6,[     2616.1      1258.1        1144      154.05      1186.8      1041.3]
18454.png,1,[     35.707],0,[]
18455.png,2,[     41.821      41.296],1,[     7173.5]
18456.png,2,[     57.001      56.473],8,[     1968.5      1740.2      356.61      412.24      2149.6      536.33      4682.9      4584.5]
18457.png,0,[],3,[     540.61      1286.6      370.87]
18459.png,2,[     35.451      35.884],2,[     2071.2      1947.1]
18460.png,2,[      38.07      37.758],2,[     2075.4      1992.7]
18461.png,2,[     36.932      36.186],1,[     840.16]
18462.png,1,[     46.528],2,[     2738.7      2700.2]
18463.png,4,[     22.591      22.429      19.436      19.529],2,[     4220.8      1755.9]
18464.png,2,[     28.461      27.454],2,[     1564.8      283.86]
18465.png,7,[     54.908      41.076      54.593      42.037      19.106      54.908      54.593],5,[     121.25      683.26      195.42      303.83        5128]
18466.png,2,[     42.723      42.638],5,[     1412.2      3399.2      3342.1      668.99      1546.2]
18467.png,2,[     29.771       28.62],6,[     681.83      567.72      597.67      824.47      256.76      894.37]
18468.png,0,[],1,[     1196.8]
18469.png,2,[      50.64      50.027],5,[     2031.2      3768.6       12115      7772.6        5282]
18470.png,3,[     55.875      57.588      38.567],0,[]
18471.png,4,[     46.567      34.831      47.206      34.961],13,[     2677.4      734.61      3617.4      3028.3      298.12       529.2      251.05      282.43      1346.5      1069.8      415.09      3501.9      299.55]
18472.png,0,[],10,[     162.61      235.36      142.64      162.61      764.56      235.36       10731      557.73      142.64      557.73]
18473.png,7,[     52.194      52.593      52.386      52.559      53.856      53.177      52.194],0,[]
18474.png,0,[],1,[     1713.1]
18475.png,2,[     35.884       35.96],6,[     2270.9      2203.8      1025.6      165.46      1282.4      449.32]
18477.png,3,[     48.366       47.36      33.066],3,[     442.19      486.41      223.95]
18478.png,8,[     36.362      35.451      36.161      36.486      34.935      35.783      19.342      18.478],1,[     3862.7]
18479.png,2,[     44.758      44.268],9,[     1183.9      106.98      1315.2      686.11      2359.3      266.74      1336.6      1275.2      383.71]
18480.png,0,[],2,[     412.24      1249.5]
18481.png,2,[     51.175      51.087],7,[       4536      4393.4        4479      473.57      1383.6      457.88      981.38]
18482.png,1,[     46.898],5,[     1774.5      1258.1      1102.6        2626      3981.1]
18483.png,2,[     40.965      57.682],2,[     427.93      423.65]
18484.png,8,[     51.335      51.175      51.985      50.837      26.512      27.188      12.129      25.176],7,[      728.9      636.18      758.86      506.38      2760.1      650.45      1099.8]
18485.png,0,[],1,[     9521.4]
18486.png,0,[],2,[     1964.2      2179.6]
18487.png,0,0,0,[0]
18488.png,11,[     55.907      61.151      55.663      55.761      61.196      60.928      55.402      61.181       22.87      23.342      24.333],6,[      11364      142.64      212.54      517.79      1162.5      3981.1]
18489.png,13,[     53.534      53.889      52.455      52.559      53.449      52.299       22.95      22.791      13.135       22.95      53.449      52.559      22.791],5,[     5799.8      2653.1      552.02      136.94      171.17]
18490.png,3,[     31.777      24.183      33.339],7,[     2782.9      5825.5        2820      4103.8      1536.3      1115.5      9110.5]
18491.png,4,[     29.587      30.134       26.75       27.02],0,[]
18492.png,0,0,0,[0]
18493.png,0,0,0,[0]
18494.png,0,0,0,[0]
18495.png,0,0,0,[0]
18496.png,3,[         49      48.684      15.187],4,[       4479        7881      4514.6      1708.9]
18497.png,6,[     40.046      40.631      39.337      40.721      13.611      14.639],5,[     4443.3      4854.1       453.6      2413.5      3287.9]
18498.png,1,[     25.958],3,[     1383.6      2156.7      600.52]
18499.png,2,[     83.696      83.642],0,[]
18500.png,4,[     48.422      49.148      23.147      22.671],1,[     203.98]
18501.png,2,[     41.756      42.059],3,[     3871.3      4133.8      1243.8]
18502.png,0,0,0,[0]
18503.png,0,[],3,[     310.96      2469.1      3985.4]
18504.png,0,0,0,[0]
18505.png,3,[     39.475      39.267       36.01],8,[     664.71      1126.9        1502      1238.1      445.04      704.65      1423.6      952.85]
18506.png,0,0,0,[0]
18507.png,4,[     31.749      31.259       27.52      27.848],2,[     2213.8      6468.8]
18508.png,0,0,0,[0]
18509.png,0,0,0,[0]
18510.png,0,[],2,[     487.84      566.29]
18511.png,2,[     32.484      33.394],4,[     3036.8      3042.6      9126.2      4021.1]
18512.png,0,0,0,[0]
18514.png,2,[     39.291      39.544],4,[     5754.2      298.12      1825.8      1449.2]
18515.png,2,[     28.715      29.526],3,[     2353.6      148.35      740.31]
18516.png,2,[     28.043      28.429],0,[]
18517.png,2,[      26.58      25.853],2,[     1071.2      1089.8]
18518.png,0,[],1,[     1412.2]
18519.png,2,[     44.656      44.575],1,[     6441.7]
18520.png,4,[     50.461      51.051      49.863      50.172],7,[     476.42      1543.4      5543.1      1393.6      3122.4      614.79       22258]
18521.png,4,[     50.479      49.972      42.659      43.627],7,[     9150.5      1356.5      3885.6      530.63      209.68      915.76      517.79]
18522.png,0,0,0,[0]
18523.png,0,0,0,[0]
18524.png,0,0,0,[0]
18525.png,0,0,0,[0]
18526.png,2,[     14.452      14.452],4,[     2852.8      2527.6       577.7      1727.4]
18527.png,4,[     39.175      35.833      39.773      37.347],8,[     2410.7      1095.5      3293.6      3188.1      2327.9      917.19        1619      2771.5]
18528.png,11,[     53.653      48.403      48.159      53.568      48.907      48.796      18.867      23.147      23.766      53.653      53.568],7,[     3630.2        3770      188.29       12577      5962.4       12577      5962.4]
18529.png,3,[     19.011       18.28      22.144],2,[     694.67      627.63]
18530.png,4,[     45.101      44.534      45.302      44.879],8,[       9403      9400.1      2537.6      4112.4      737.46      706.08      1554.8      3205.2]
18531.png,2,[      23.69      21.688],2,[     2731.6        2676]
18532.png,4,[     47.072       46.82      34.332      34.464],3,[     7535.8      7629.9      176.88]
18533.png,0,0,0,[0]
18534.png,6,[     24.108      32.372      14.577      32.372      24.108      20.659],3,[     2367.9      885.81      2453.4]
18535.png,0,[],3,[     1621.8      2183.9      746.02]
