File Name,num_detection_circle,diameters,num_detection_square,wwtp_area_square
6142.png,1,[     39.932],3,[       1298      1315.2       599.1]
6143.png,0,0,0,[0]
6144.png,3,[     32.062      23.574      17.828],3,[     1551.9      564.86      520.64]
6145.png,0,[],1,[     560.58]
6146.png,0,0,0,[0]
6147.png,3,[     47.264      38.615      25.068],5,[     309.53      483.56      459.31      109.83      125.53]
6148.png,1,[     29.648],3,[     1183.9      931.45      760.28]
6149.png,1,[     36.759],2,[     898.65      1181.1]
6150.png,1,[     36.759],2,[     898.65      1181.1]
6151.png,0,0,0,[0]
6152.png,0,0,0,[0]
6153.png,0,0,0,[0]
6154.png,1,[     42.829],1,[     3336.4]
6155.png,6,[     81.296      44.452      71.895      71.578      51.494       24.74],10,[       1037      533.48      1969.9      420.79      2199.5        2211      1992.7       205.4      2684.5      1864.3]
6156.png,2,[     42.231      23.766],3,[     403.68      318.09      235.36]
6157.png,2,[     32.372      31.806],1,[     472.15]
6158.png,0,[],3,[      11886      698.95      1824.4]
6159.png,0,[],3,[      11886      698.95      1824.4]
6160.png,1,[      13.94],2,[     540.61      313.81]
6161.png,0,[],1,[       2007]
6162.png,0,[],3,[     3407.7       10889       12965]
6163.png,3,[     31.171      28.172      31.977],3,[     2280.8      142.64      325.22]
6164.png,2,[     31.025      30.761],4,[     352.33      2099.7      900.07      208.26]
6165.png,1,[     20.615],1,[       1686]
6166.png,2,[     36.312      36.136],4,[     2155.3      410.81      182.58      1734.5]
6167.png,8,[     45.202      45.562      31.142      36.161      36.437      31.749      36.981      31.142],0,[]
6168.png,1,[     31.749],2,[     887.23       329.5]
6169.png,3,[     66.364      64.772      17.828],0,[]
6170.png,2,[     65.966      65.121],0,[]
6171.png,0,0,0,[0]
6172.png,1,[     52.386],1,[     1567.6]
6173.png,0,[],3,[     2045.5        1104        4071]
6174.png,2,[     28.493      23.956],4,[     2031.2        5108      2155.3      1098.3]
6175.png,0,0,0,[0]
6176.png,2,[     13.611      13.611],0,[]
6177.png,2,[     13.611      13.611],0,[]
6178.png,1,[     33.203],1,[     494.97]
6179.png,2,[      42.36      42.403],2,[     6557.3       178.3]
6180.png,0,[],2,[     974.25      892.94]
6181.png,2,[     22.591      22.389],5,[     1584.8      1092.6      2473.4      1751.6      419.37]
6182.png,0,[],3,[     231.08      597.67      700.37]
6183.png,1,[     22.185],2,[       1231      452.18]
6184.png,0,0,0,[0]
6185.png,2,[     47.206      45.721],0,[]
6186.png,0,0,0,[0]
6187.png,3,[     26.443       24.85      23.842],1,[     457.88]
6188.png,2,[      24.37      24.666],2,[     450.75      114.11]
6189.png,4,[     32.456      29.953      32.147      31.749],0,[]
6190.png,3,[     18.915      18.478      18.915],2,[     1132.6      2028.4]
6191.png,3,[     16.228      12.714      11.978],1,[     2899.9]
6192.png,1,[     38.544],2,[      226.8      2034.1]
6193.png,0,[],1,[     1982.7]
6194.png,0,[],1,[     1463.5]
6195.png,3,[     46.254      45.482      24.555],8,[     995.64      2269.4      3568.9      1694.6        1686      785.96      6381.8      218.24]
6196.png,0,[],1,[     365.16]
6197.png,2,[     39.932       40.34],3,[     2240.9      1299.5      1061.3]
6198.png,1,[      27.52],0,[]
6199.png,1,[      27.52],0,[]
6200.png,0,[],2,[     2748.7      2748.7]
6201.png,0,[],1,[     1188.2]
6202.png,0,0,0,[0]
6203.png,3,[     34.067      34.067      23.264],4,[     2369.3      450.75      2735.9      369.44]
6204.png,1,[     26.512],0,[]
6205.png,6,[     29.092      28.683      11.826      30.642      31.663      11.275],3,[     1827.2      128.38      116.97]
6206.png,3,[     41.951      17.206      15.774],0,[]
6207.png,3,[     41.951      17.206      15.774],0,[]
6208.png,2,[     36.111      36.461],1,[     583.41]
6209.png,5,[     65.829      56.906      63.411      52.972      19.529],1,[     2764.4]
6210.png,0,0,0,[0]
6211.png,4,[     34.883      36.858      29.587      29.587],2,[       2539      2693.1]
6212.png,0,[],2,[     383.71      158.33]
6213.png,1,[     20.394],1,[     847.29]
6214.png,0,[],1,[      124.1]
6215.png,0,[],1,[      124.1]
6216.png,1,[     27.848],1,[     213.96]
6217.png,0,0,0,[0]
6218.png,2,[     37.054      37.054],4,[     971.39      4694.4      1353.7       626.2]
6219.png,2,[     46.018      52.107],2,[     3537.5      1724.5]
6220.png,6,[     67.207        68.2      47.398      47.723      51.246      20.438],7,[     2383.5      2260.9      312.39        2917      2747.3      978.52      289.56]
6221.png,0,[],13,[     4578.8      3419.1      1738.8      2015.5      3829.9      5788.4      4243.6      3474.8      6039.5      1119.7      2935.6      5190.7      2316.5]
6222.png,1,[     15.187],1,[     138.36]
6223.png,0,[],1,[     4136.6]
6224.png,1,[      27.52],0,[]
6225.png,0,[],1,[     6758.4]
6226.png,0,0,0,[0]
6227.png,0,[],2,[     330.93      1781.6]
6228.png,0,0,0,[0]
6229.png,0,0,0,[0]
6230.png,1,[      34.04],0,[]
6231.png,1,[     16.886],0,[]
6232.png,3,[     46.136      27.848      16.339],3,[     1095.5      1148.3      386.56]
6233.png,1,[     14.701],3,[     303.83      780.25      188.29]
6234.png,2,[     28.301      28.429],2,[     288.14      132.66]
6235.png,1,[     25.958],0,[]
6236.png,1,[     25.958],0,[]
6237.png,3,[     38.426      37.541        15.6],1,[      480.7]
6238.png,1,[     21.393],1,[     1075.5]
6239.png,1,[     24.108],1,[     670.42]
6240.png,0,0,0,[0]
6241.png,0,0,0,[0]
6242.png,0,0,0,[0]
6243.png,0,0,0,[0]
6244.png,0,0,0,[0]
6245.png,2,[     22.308       22.51],1,[     169.74]
6246.png,1,[      17.98],6,[     1894.3      774.55      238.21      1944.2      2300.8      892.94]
6247.png,1,[      17.98],6,[     1894.3      774.55      238.21      1944.2      2300.8      892.94]
6248.png,1,[     67.799],7,[     754.58      534.91      900.07      767.41      3537.5      2012.7      212.54]
6249.png,4,[     47.398      47.704      47.856      47.742],1,[     6858.2]
6250.png,6,[      46.47      60.329      61.551      47.894      58.897      27.388],4,[     2327.9      4881.2        4576      4714.3]
6251.png,4,[     47.532      47.951       47.78      47.456],1,[     6849.7]
6252.png,2,[     19.989      19.529],3,[     544.89      553.45      1253.8]
6253.png,2,[     20.125      19.714],3,[     549.17      552.02      1286.6]
6254.png,0,[],1,[     721.77]
6255.png,2,[     64.673      29.092],1,[     1737.4]
6256.png,0,[],1,[     5085.2]
6257.png,2,[     29.495      30.464],4,[     4180.8      4700.1      4123.8      855.85]
6258.png,4,[     30.345      30.494      15.831      23.147],5,[     209.68      506.38      500.67      711.78      1276.6]
6259.png,3,[     11.356      11.749      11.902],9,[     2422.1      2718.8      1641.8        1833      649.02      386.56      1071.2      1533.4      4225.1]
6260.png,0,0,0,[0]
6261.png,9,[     82.439       79.66      83.228      83.326      81.263       82.45      28.043       24.22       21.98],13,[     530.63      2489.1       23398      2944.1      1439.3      442.19       17549      1399.3      6003.8      576.27      1363.7      4025.4      1426.4]
6262.png,0,[],7,[     2343.6      4822.7      4835.6      827.32      1059.8      848.72        2074]
6263.png,0,[],1,[     617.64]
6264.png,2,[     14.005      13.875],0,[]
6265.png,0,0,0,[0]
6266.png,3,[     32.203      32.175       27.75],2,[     1074.1      472.15]
6267.png,1,[     42.956],1,[     3862.7]
6268.png,1,[     42.617],1,[       3897]
6269.png,0,[],1,[     243.92]
6270.png,3,[     45.979       48.87       47.59],0,[]
6271.png,0,[],2,[     837.31      423.65]
6272.png,0,0,0,[0]
6273.png,2,[     29.464       29.31],1,[     1671.8]
6274.png,1,[     25.284],0,[]
6275.png,4,[     18.181      18.429      18.429      18.181],2,[     2724.5      1814.4]
6276.png,2,[     18.576      18.478],2,[     2499.1      155.48]
6277.png,0,[],1,[     251.05]
6278.png,2,[     33.718      33.718],1,[       4934]
6279.png,0,[],3,[     1259.5      623.35      373.72]
6280.png,2,[     39.429      39.221],0,[]
6281.png,0,[],1,[     300.97]
6282.png,3,[      36.66      36.536      24.032],0,[]
6283.png,1,[     24.592],1,[     668.99]
6284.png,1,[     24.592],1,[     668.99]
6285.png,4,[      51.95      52.299      50.604      26.614],10,[     727.47      2260.9        1686      1626.1      3493.3      252.48      397.97      2350.7      670.42      534.91]
6286.png,2,[     31.259      32.062],2,[     1753.1      1854.3]
6287.png,0,0,0,[0]
6288.png,2,[     18.771       20.08],1,[     168.32]
6289.png,1,[      18.33],1,[      577.7]
6290.png,0,0,0,[0]
6291.png,4,[     48.534      49.166      49.092      47.818],1,[     7628.5]
6292.png,2,[     17.879      16.993],0,[]
6293.png,0,0,0,[0]
6294.png,2,[     23.029      15.716],4,[     747.44      229.65      2166.7      1018.5]
6295.png,2,[     34.805      18.081],3,[     850.15      1795.9      837.31]
6296.png,0,[],1,[      31357]
6297.png,2,[     24.108      22.021],1,[     4009.7]
6298.png,2,[     24.108      22.185],1,[       4081]
6299.png,4,[     58.526      54.759      29.029       31.72],0,[]
6300.png,0,[],1,[     338.06]
6301.png,0,[],1,[     338.06]
6302.png,0,0,0,[0]
6303.png,0,0,0,[0]
6304.png,0,0,0,[0]
6305.png,3,[     58.836      59.236      25.993],6,[     2598.9      2681.7      4814.2      1648.9      4862.7      8023.6]
6306.png,1,[     28.269],0,[]
6307.png,1,[     32.651],1,[       1425]
6308.png,0,[],3,[     3180.9      1648.9      4690.1]
6309.png,1,[     39.267],0,[]
6310.png,0,[],1,[     494.97]
6311.png,1,[     29.402],1,[     845.87]
6312.png,1,[     26.062],0,[]
6313.png,4,[     46.859      37.854      47.704      47.532],2,[     1637.5      3116.7]
6314.png,1,[     36.312],2,[     2121.1      181.16]
6315.png,1,[     36.312],2,[     2121.1      181.16]
6316.png,0,0,0,[0]
6317.png,2,[     57.556      36.759],6,[     724.62      924.32      1573.3      1979.9      1456.4        8918]
6318.png,5,[     72.935      72.848      37.226      38.966      35.605],1,[     482.13]
6319.png,1,[     26.374],1,[     696.09]
6320.png,2,[     33.339      34.359],3,[     1052.7      3085.3      1332.3]
6321.png,4,[     58.697      55.989      19.059       20.08],3,[     1694.6        6707      261.03]
6322.png,4,[     25.923       26.34      23.107      24.407],1,[     1590.5]
6323.png,4,[     42.744      43.773      42.317      38.942],1,[     5839.8]
6324.png,0,[],1,[     1232.4]
6325.png,2,[     36.734      36.759],1,[     4419.1]
6326.png,2,[     35.349       36.71],0,[]
6327.png,0,[],1,[     2148.2]
6328.png,0,[],6,[     4369.1      4617.3      2537.6      7933.8       11040      807.35]
6329.png,2,[     22.389      22.103],1,[     4016.8]
6330.png,1,[     49.608],0,[]
6331.png,3,[     34.173      33.285      34.093],2,[     1031.3      711.78]
6332.png,1,[     25.284],1,[      831.6]
6333.png,0,[],4,[      16268      9723.9      965.69      7133.5]
6334.png,1,[     26.784],0,[]
6335.png,6,[     30.434      41.208      29.953      32.484      37.226      19.011],6,[     2792.9      5052.4      711.78      1178.2        1696      425.07]
6336.png,0,0,0,[0]
6337.png,5,[     30.613      30.134      31.259      31.375      39.475],3,[     4473.3      466.44      469.29]
6338.png,5,[      28.01      40.182      39.727       39.59       28.01],4,[     9769.6      1118.3      1517.7      3363.5]
6339.png,0,[],1,[     536.33]
6340.png,12,[     66.378      65.884      65.815       76.08      77.335      71.983      67.464      77.029      75.409      74.439      75.396      16.172],20,[     7745.5      9196.1      8106.3      9932.2       16081      7607.1       15682       15920       16158       15768      7629.9       783.1      7724.1      3105.3      3420.6      7728.3        2298      202.55      1811.6      1817.3]
6341.png,6,[     75.793      77.029      75.167      75.445      76.199      16.116],15,[     1731.7      8173.4      1442.1      1007.1      8699.7       16137       15849      8067.8        7794       16144      7542.9      2807.2      7107.9      710.36        1298]
6342.png,0,[],1,[     169.74]
6343.png,0,0,0,[0]
6344.png,0,[],1,[     4544.6]
6345.png,7,[     44.124      34.935      36.635      46.235       31.92      15.306      31.113],0,[]
6346.png,0,0,0,[0]
6347.png,0,0,0,[0]
6348.png,0,0,0,[0]
6349.png,0,[],1,[     2396.4]
6350.png,2,[     27.421      27.848],2,[     2072.6      959.98]
6351.png,2,[      27.75      27.388],2,[       2161      268.17]
6352.png,1,[     41.581],0,[]
6353.png,0,[],1,[     1012.8]
6354.png,0,0,0,[0]
6355.png,2,[     75.155      75.505],10,[     5642.9      490.69      4588.8      3882.7       20406      3115.3      967.11      2991.2       502.1      1941.4]
6356.png,0,[],4,[     985.66      2788.7      1269.5      1082.7]
6357.png,5,[     45.462      45.681      39.036       38.52      19.898],5,[     1758.8      922.89      3162.4      1432.1      345.19]
6358.png,4,[     25.782      51.051       22.87      51.051],7,[     3259.4      1935.7      534.91      166.89      168.32      146.92      534.91]
6359.png,1,[      27.75],1,[     610.51]
6360.png,6,[     63.612      62.604      25.356      24.813      24.333      24.592],1,[     4909.7]
6361.png,0,0,0,[0]
6362.png,0,0,0,[0]
6363.png,6,[     95.141      95.883      96.081      92.773      96.825      96.806],18,[     2136.8      2162.5      2159.6      3061.1      2175.3      2193.8      2109.7      2153.9      2219.5      2086.9      730.33      1138.3      717.49      2155.3      2608.9       723.2      3894.1      3069.7]
6364.png,4,[      18.33      47.609      52.107       18.33],2,[     8625.6        3208]
6365.png,5,[      22.47      23.842      22.429      18.915      17.571],2,[     606.23      617.64]
6366.png,5,[     67.759      57.303       68.12      57.619      20.034],2,[     5508.8      5095.2]
6367.png,0,0,0,[0]
6368.png,0,0,0,[0]
6369.png,4,[     32.623      29.832      29.832      32.623],1,[     1353.7]
6370.png,0,0,0,[0]
6371.png,0,0,0,[0]
6372.png,0,0,0,[0]
6373.png,0,0,0,[0]
6374.png,6,[     14.198      19.342      19.295      18.181      14.198      18.181],3,[     266.74        1803      211.11]
6375.png,11,[      24.37      27.619      24.518      28.967      24.776      24.886      28.873      15.946      22.429      15.658      25.104],5,[     290.99      195.42      206.83      544.89      698.95]
6376.png,4,[     51.476      51.087      32.762      31.749],1,[     2397.8]
6377.png,0,0,0,[0]
6378.png,0,0,0,[0]
6379.png,6,[     30.642      22.831      24.703      25.712      23.068       22.51],3,[     2459.1      196.85      387.99]
6380.png,3,[     36.312      36.237      26.132],0,[]
6381.png,4,[     43.041      72.698      72.473      72.473],3,[     225.37      2305.1      262.46]
6382.png,0,0,0,[0]
6383.png,0,0,0,[0]
6384.png,0,0,0,[0]
6385.png,6,[     69.948      67.571      65.288       69.44      67.464      65.663],2,[      17511      6095.1]
6386.png,0,0,0,[0]
6387.png,3,[     47.989      28.998       29.74],4,[     3801.4      359.46      1989.9      1718.8]
6388.png,0,0,0,[0]
6389.png,0,0,0,[0]
6390.png,0,[],1,[     2089.7]
6391.png,0,[],1,[     2089.7]
6392.png,0,0,0,[0]
6393.png,3,[      33.61      33.312      22.348],2,[     1370.8      616.21]
6394.png,2,[     30.225      30.404],6,[     1506.3      998.49      902.92      1908.6      844.44       631.9]
6395.png,3,[     84.645      84.924      84.645],12,[     8567.1      3979.7      8664.1      9465.7       57843       47627       25288      851.57      1800.1      972.82      887.23      887.23]
6396.png,4,[     59.496      58.417      30.345      29.983],0,[]
6397.png,0,0,0,[0]
6398.png,2,[     82.812      47.206],0,[]
6399.png,1,[     29.433],0,[]
6400.png,2,[      44.98      49.351],2,[      18019      1506.3]
6401.png,1,[     48.833],2,[     4762.8      184.01]
6402.png,0,0,0,[0]
6403.png,0,[],1,[     7725.5]
6404.png,0,0,0,[0]
6405.png,0,0,0,[0]
6406.png,0,[],1,[     1399.3]
6407.png,3,[     42.872      41.842      30.672],1,[     1641.8]
6408.png,0,0,0,[0]
6409.png,0,0,0,[0]
6410.png,0,0,0,[0]
6411.png,3,[      62.43      56.762      38.942],0,[]
6412.png,5,[     40.114      30.014      37.201      25.747      29.248],2,[     389.41      1330.9]
6413.png,0,[],2,[     1677.5        1783]
6414.png,0,0,0,[0]
6415.png,0,[],2,[     661.86      5177.9]
6416.png,0,[],2,[     661.86      5177.9]
6417.png,2,[     13.204      13.477],2,[     94.144       79.88]
6418.png,0,0,0,[0]
6419.png,0,0,0,[0]
6420.png,0,0,0,[0]
6421.png,0,0,0,[0]
6422.png,6,[     44.879          44      43.939      44.391      43.062      45.202],2,[     5585.9       599.1]
6423.png,0,0,0,[0]
6424.png,2,[     65.621      64.716],4,[      13330       12110       12956       12488]
6425.png,0,[],7,[     5580.2       44196       20331        9112       18623       14231      6380.4]
6426.png,5,[     34.067      27.553      25.782      27.586      33.203],3,[     2004.1      330.93      890.09]
6427.png,0,0,0,[0]
6428.png,2,[     16.059      17.571],2,[     1226.7      144.07]
6429.png,10,[     57.509      57.271       57.24      57.651      58.074      59.755      57.398      58.573      32.259      29.248],8,[     4457.6      7551.5      4521.8      383.71      1233.9      935.73      4557.4      1219.6]
6430.png,0,[],2,[     811.63      706.08]
6431.png,1,[     45.462],0,[]
6432.png,1,[     45.462],0,[]
6433.png,1,[     45.462],0,[]
6434.png,1,[     45.462],0,[]
6435.png,3,[     22.671       22.51      23.766],2,[     1867.2       928.6]
6436.png,4,[     28.683      28.778      29.953      28.556],6,[       1201        3663      6621.4      987.08      4377.7        4245]
6437.png,0,[],3,[     2847.1      1540.5      1310.9]
6438.png,0,[],2,[     795.94      497.82]
6439.png,2,[     35.605      30.195],3,[      14674      3132.4      1359.4]
6440.png,0,0,0,[0]
6441.png,0,0,0,[0]
6442.png,0,[],1,[     1061.3]
6443.png,1,[     25.248],1,[     1315.2]
6444.png,0,0,0,[0]
6445.png,0,0,0,[0]
6446.png,0,[],6,[      15966      1069.8        1492      974.25        1067      3390.6]
6447.png,1,[     43.939],2,[     1141.1       556.3]
6448.png,1,[     43.939],2,[     1141.1       556.3]
6449.png,0,0,0,[0]
6450.png,0,0,0,[0]
6451.png,4,[     29.371      27.881      27.288      27.188],0,[]
6452.png,6,[     21.814      31.113       21.98      22.185      31.025      21.814],1,[     2019.8]
6453.png,8,[     22.429      31.171      22.021      22.062      22.551      31.259      25.212      23.804],1,[     1961.3]
6454.png,0,0,0,[0]
6455.png,0,0,0,[0]
6456.png,0,0,0,[0]
6457.png,16,[     65.746      66.296      66.378      66.063      63.996      66.351        66.2      66.337      66.446      66.282      65.704      65.635      65.149      66.419      65.773      65.302],7,[     1580.5      9726.8      9929.3      1275.2      4658.7      1456.4      423.65]
6458.png,0,0,0,[0]
6459.png,0,0,0,[0]
6460.png,3,[     27.221      18.867      27.255],0,[]
6461.png,6,[     57.382      58.386      46.994      47.437      48.981      19.622],2,[     7337.5        1890]
6462.png,0,0,0,[0]
6463.png,0,[],4,[       3800      7100.7      182.58      2250.9]
6464.png,4,[     45.402      26.716      26.614      20.571],1,[       1890]
6465.png,5,[     25.212       25.14      19.989       20.08       25.14],0,[]
6466.png,3,[     50.962       22.87      23.342],0,[]
6467.png,1,[     47.551],3,[     1690.3      4976.8      3865.6]
6468.png,0,[],3,[      11098      549.17      1921.4]
6469.png,0,[],1,[     1171.1]
6470.png,2,[     29.556       29.31],1,[     962.83]
