WASTE_ID,LAT_WWTP,LON_WWTP,POP_SERVED,geometry
42428,-20.192,-49.692,2450,"POLYGON ((-49.602168471588044 -20.276287753266235, -49.602168471588044 -20.10766662020972, -49.78183152841194 -20.10766662020972, -49.78183152841194 -20.276287753266235, -49.602168471588044 -20.276287753266235))"
42430,-23.197,-47.538,39469,"POLYGON ((-47.44816847158805 -23.2795436657796, -47.44816847158805 -23.114405342117823, -47.627831528411946 -23.114405342117823, -47.627831528411946 -23.2795436657796, -47.44816847158805 -23.2795436657796))"
42431,-21.845,-47.508,7957,"POLYGON ((-47.41816847158805 -21.928356727201248, -47.41816847158805 -21.761594628787247, -47.59783152841196 -21.761594628787247, -47.59783152841196 -21.928356727201248, -47.41816847158805 -21.928356727201248))"
42433,-21.034,-49.393,14664,"POLYGON ((-49.303168471588044 -21.11782222119408, -49.303168471588044 -20.95013059562342, -49.48283152841195 -20.95013059562342, -49.48283152841195 -21.11782222119408, -49.303168471588044 -21.11782222119408))"
42434,-21.346,-48.091,17646,"POLYGON ((-48.001168471588045 -21.429645121779217, -48.001168471588045 -21.262307128502748, -48.18083152841195 -21.262307128502748, -48.18083152841195 -21.429645121779217, -48.001168471588045 -21.429645121779217))"
42438,-22.803,-48.672,3772,"POLYGON ((-48.582168471588034 -22.88578536968064, -48.582168471588034 -22.720164311001664, -48.76183152841194 -22.720164311001664, -48.76183152841194 -22.88578536968064, -48.582168471588034 -22.88578536968064))"
42440,-21.513,-49.861,30070,"POLYGON ((-49.77116847158805 -21.59654930961801, -49.77116847158805 -21.429402639744954, -49.950831528411946 -21.429402639744954, -49.950831528411946 -21.59654930961801, -49.77116847158805 -21.59654930961801))"
42447,-24.22,-48.758,6657,"POLYGON ((-48.668168471588054 -24.30189791606301, -48.668168471588054 -24.138049390327758, -48.84783152841195 -24.138049390327758, -48.84783152841195 -24.30189791606301, -48.668168471588054 -24.30189791606301))"
42450,-24.095,-48.355,2574,"POLYGON ((-48.26516847158804 -24.176978223002617, -48.26516847158804 -24.012969287734222, -48.444831528411946 -24.012969287734222, -48.444831528411946 -24.176978223002617, -48.26516847158804 -24.176978223002617))"
42451,-23.615,-46.587,55837,"POLYGON ((-46.49716847158805 -23.69728297585127, -46.49716847158805 -23.532665328826415, -46.67683152841195 -23.532665328826415, -46.67683152841195 -23.69728297585127, -46.49716847158805 -23.69728297585127))"
42452,-21.115,-47.759,79243,"POLYGON ((-47.66916847158805 -21.198776481927876, -47.66916847158805 -21.031176187267715, -47.84883152841195 -21.031176187267715, -47.84883152841195 -21.198776481927876, -47.66916847158805 -21.198776481927876))"
42453,-21.105,-47.813,511663,"POLYGON ((-47.72316847158805 -21.18878213780456, -47.72316847158805 -21.021170549595503, -47.90283152841196 -21.021170549595503, -47.90283152841196 -21.18878213780456, -47.72316847158805 -21.18878213780456))"
42463,-23.615,-46.587,19438,"POLYGON ((-46.49716847158805 -23.69728297585127, -46.49716847158805 -23.532665328826415, -46.67683152841195 -23.532665328826415, -46.67683152841195 -23.69728297585127, -46.49716847158805 -23.69728297585127))"
42466,-22.9,-45.317,8466,"POLYGON ((-45.227168471588044 -22.98272622637651, -45.227168471588044 -22.817223287782838, -45.40683152841195 -22.817223287782838, -45.40683152841195 -22.98272622637651, -45.227168471588044 -22.98272622637651))"
42467,-21.451,-49.576,4585,"POLYGON ((-49.486168471588044 -21.53458496341381, -49.486168471588044 -21.36736709747756, -49.66583152841195 -21.36736709747756, -49.66583152841195 -21.53458496341381, -49.486168471588044 -21.53458496341381))"
42472,-22.877,-49.99,7853,"POLYGON ((-49.90016847158804 -22.959740271478342, -49.90016847158804 -22.79420928211355, -50.07983152841195 -22.79420928211355, -50.07983152841195 -22.959740271478342, -49.90016847158804 -22.959740271478342))"
42473,-21.259,-48.795,13950,"POLYGON ((-48.70516847158805 -21.342694754666223, -48.70516847158805 -21.175257653025422, -48.88483152841196 -21.175257653025422, -48.88483152841196 -21.342694754666223, -48.70516847158805 -21.342694754666223))"
42474,-22.752,-47.405,75874,"POLYGON ((-47.315168471588045 -22.83481637057006, -47.315168471588045 -22.669133397897056, -47.49483152841195 -22.669133397897056, -47.49483152841195 -22.83481637057006, -47.315168471588045 -22.83481637057006))"
42475,-22.704,-47.388,11505,"POLYGON ((-47.29816847158804 -22.786845487992693, -47.29816847158804 -22.621104363240875, -47.477831528411954 -22.621104363240875, -47.477831528411954 -22.786845487992693, -47.29816847158804 -22.786845487992693))"
42480,-22.129,-47.447,2824,"POLYGON ((-47.35716847158804 -22.21218976864525, -47.35716847158804 -22.045761084939357, -47.53683152841195 -22.045761084939357, -47.53683152841195 -22.21218976864525, -47.35716847158804 -22.21218976864525))"
42485,-22.462,-47.558,24258,"POLYGON ((-47.46816847158804 -22.54499140317932, -47.46816847158804 -22.3789588674744, -47.64783152841195 -22.3789588674744, -47.64783152841195 -22.54499140317932, -47.46816847158804 -22.54499140317932))"
42487,-23.51,-46.849,11795,"POLYGON ((-46.75916847158803 -23.5923488722014, -46.75916847158803 -23.427599608093182, -46.938831528411946 -23.427599608093182, -46.938831528411946 -23.5923488722014, -46.75916847158803 -23.5923488722014))"
42491,-23.615,-46.587,284519,"POLYGON ((-46.49716847158805 -23.69728297585127, -46.49716847158805 -23.532665328826415, -46.67683152841195 -23.532665328826415, -46.67683152841195 -23.69728297585127, -46.49716847158805 -23.69728297585127))"
42492,-21.084,-47.158,4507,"POLYGON ((-47.06816847158805 -21.167794006845188, -47.06816847158805 -21.000158718803036, -47.24783152841195 -21.000158718803036, -47.24783152841195 -21.167794006845188, -47.06816847158805 -21.167794006845188))"
42496,-22.678,-45.74,4506,"POLYGON ((-45.65016847158805 -22.760861235676106, -45.65016847158805 -22.595088660448067, -45.82983152841196 -22.595088660448067, -45.82983152841196 -22.760861235676106, -45.65016847158805 -22.760861235676106))"
42498,-23.615,-46.587,147049,"POLYGON ((-46.49716847158805 -23.69728297585127, -46.49716847158805 -23.532665328826415, -46.67683152841195 -23.532665328826415, -46.67683152841195 -23.69728297585127, -46.49716847158805 -23.69728297585127))"
42499,-23.615,-46.587,149263,"POLYGON ((-46.49716847158805 -23.69728297585127, -46.49716847158805 -23.532665328826415, -46.67683152841195 -23.532665328826415, -46.67683152841195 -23.69728297585127, -46.49716847158805 -23.69728297585127))"
42500,-22.031,-47.928,193886,"POLYGON ((-47.83816847158804 -22.11424761206757, -47.83816847158804 -21.94770341433847, -48.017831528411946 -21.94770341433847, -48.017831528411946 -22.11424761206757, -47.83816847158804 -22.11424761206757))"
42505,-20.735,-49.374,375820,"POLYGON ((-49.284168471588046 -20.81898961114777, -49.284168471588046 -20.65096375385197, -49.46383152841195 -20.65096375385197, -49.46383152841195 -20.81898961114777, -49.284168471588046 -20.81898961114777))"
42510,-23.858,-46.956,3854,"POLYGON ((-46.86616847158805 -23.94012941445315, -46.86616847158805 -23.775818486464146, -47.04583152841195 -23.775818486464146, -47.04583152841195 -23.94012941445315, -46.86616847158805 -23.94012941445315))"
42511,-23.242,-45.314,5086,"POLYGON ((-45.224168471588044 -23.32451581165571, -45.224168471588044 -23.15943312001214, -45.40383152841195 -23.15943312001214, -45.40383152841195 -23.32451581165571, -45.224168471588044 -23.32451581165571))"
42514,-23.615,-46.587,277093,"POLYGON ((-46.49716847158805 -23.69728297585127, -46.49716847158805 -23.532665328826415, -46.67683152841195 -23.532665328826415, -46.67683152841195 -23.69728297585127, -46.49716847158805 -23.69728297585127))"
42515,-23.515,-46.559,1479337,"POLYGON ((-46.46916847158805 -23.597345740543542, -46.46916847158805 -23.432602731372615, -46.64883152841195 -23.432602731372615, -46.64883152841195 -23.597345740543542, -46.46916847158805 -23.597345740543542))"
42516,-23.484,-46.45,461619,"POLYGON ((-46.36016847158805 -23.56636514672199, -46.36016847158805 -23.401583377165686, -46.53983152841195 -23.401583377165686, -46.53983152841195 -23.56636514672199, -46.36016847158805 -23.56636514672199))"
42517,-23.51,-46.849,5128492,"POLYGON ((-46.75916847158803 -23.5923488722014, -46.75916847158803 -23.427599608093182, -46.938831528411946 -23.427599608093182, -46.938831528411946 -23.5923488722014, -46.75916847158803 -23.5923488722014))"
42519,-22.764,-49.727,7208,"POLYGON ((-49.63716847158804 -22.846809082140037, -49.63716847158804 -22.681140665657495, -49.816831528411946 -22.681140665657495, -49.816831528411946 -22.846809082140037, -49.63716847158804 -22.846809082140037))"
42521,-23.781,-45.618,9817,"POLYGON ((-45.52816847158805 -23.863178233696377, -45.52816847158805 -23.69876979475712, -45.70783152841195 -23.69876979475712, -45.70783152841195 -23.863178233696377, -45.52816847158805 -23.863178233696377))"
42528,-23.268,-49.486,2680,"POLYGON ((-49.39616847158804 -23.35049969498204, -49.39616847158804 -23.18544919269946, -49.575831528411946 -23.18544919269946, -49.575831528411946 -23.35049969498204, -49.39616847158804 -23.35049969498204))"
42529,-20.648,-49.916,2595,"POLYGON ((-49.82616847158804 -20.732037887554007, -49.82616847158804 -20.563915637907034, -50.005831528411946 -20.563915637907034, -50.005831528411946 -20.732037887554007, -49.82616847158804 -20.732037887554007))"
42530,-21.294,-47.558,6714,"POLYGON ((-47.46816847158804 -21.377674810586907, -47.46816847158804 -21.210277533726153, -47.64783152841195 -21.210277533726153, -47.64783152841195 -21.377674810586907, -47.46816847158804 -21.377674810586907))"
42533,-24.395,-47.908,5725,"POLYGON ((-47.818168471588045 -24.47678483219379, -47.818168471588045 -24.31316218979877, -47.99783152841195 -24.31316218979877, -47.99783152841195 -24.47678483219379, -47.818168471588045 -24.47678483219379))"
42536,-22.549,-46.573,18296,"POLYGON ((-46.48316847158805 -22.631939116231997, -46.48316847158805 -22.46601100322833, -46.66283152841195 -22.46601100322833, -46.66283152841195 -22.631939116231997, -46.48316847158805 -22.631939116231997))"
42537,-23.469,-47.458,237049,"POLYGON ((-47.36816847158804 -23.55137452816081, -47.36816847158804 -23.386574020896017, -47.54783152841195 -23.386574020896017, -47.54783152841195 -23.55137452816081, -47.36816847158804 -23.55137452816081))"
42538,-23.425,-47.499,64650,"POLYGON ((-47.40916847158805 -23.50740201450578, -47.40916847158805 -23.34254660846187, -47.58883152841195 -23.34254660846187, -47.58883152841195 -23.50740201450578, -47.40916847158805 -23.50740201450578))"
42539,-23.431,-47.521,95074,"POLYGON ((-47.431168471588045 -23.51339826922631, -47.431168471588045 -23.348550343655447, -47.61083152841195 -23.348550343655447, -47.61083152841195 -23.51339826922631, -47.431168471588045 -23.51339826922631))"
42541,-23.412,-47.463,79862,"POLYGON ((-47.37316847158805 -23.49441012618082, -47.37316847158805 -23.329538518647322, -47.55283152841196 -23.329538518647322, -47.55283152841196 -23.49441012618082, -47.37316847158805 -23.49441012618082))"
42543,-23.434,-47.369,10565,"POLYGON ((-47.279168471588044 -23.516396396248044, -47.279168471588044 -23.35155221159162, -47.45883152841195 -23.35155221159162, -47.45883152841195 -23.516396396248044, -47.279168471588044 -23.516396396248044))"
42545,-22.822,-47.235,9871,"POLYGON ((-47.14516847158804 -22.904773803573782, -47.14516847158804 -22.739175844445136, -47.324831528411956 -22.739175844445136, -47.324831528411956 -22.904773803573782, -47.14516847158804 -22.904773803573782))"
42547,-22.846,-47.178,8509,"POLYGON ((-47.08816847158804 -22.92875918075603, -47.08816847158804 -22.763190426035532, -47.267831528411946 -22.763190426035532, -47.267831528411946 -22.92875918075603, -47.08816847158804 -22.92875918075603))"
42555,-23.526,-46.319,161996,"POLYGON ((-46.229168471588046 -23.60833884869098, -46.229168471588046 -23.443609604798176, -46.40883152841195 -23.443609604798176, -46.40883152841195 -23.60833884869098, -46.229168471588046 -23.60833884869098))"
42558,-23.51,-46.849,85381,"POLYGON ((-46.75916847158803 -23.5923488722014, -46.75916847158803 -23.427599608093182, -46.938831528411946 -23.427599608093182, -46.938831528411946 -23.5923488722014, -46.75916847158803 -23.5923488722014))"
42559,-23.437,-49.418,9653,"POLYGON ((-49.32816847158804 -23.519394523044095, -49.32816847158804 -23.354554079754035, -49.50783152841195 -23.354554079754035, -49.50783152841195 -23.519394523044095, -49.32816847158804 -23.519394523044095))"
42563,-21.691,-47.252,19549,"POLYGON ((-47.162168471588046 -21.774446405711384, -47.162168471588046 -21.607505224709538, -47.34183152841196 -21.607505224709538, -47.34183152841196 -21.774446405711384, -47.162168471588046 -21.774446405711384))"
42568,-21.442,-48.516,46179,"POLYGON ((-48.42616847158804 -21.525590130837877, -48.42616847158804 -21.35836194626177, -48.60583152841195 -21.35836194626177, -48.60583152841195 -21.525590130837877, -48.42616847158804 -21.525590130837877))"
42569,-23.516,-49.236,19590,"POLYGON ((-49.14616847158804 -23.59834511413679, -49.14616847158804 -23.433603356103873, -49.325831528411946 -23.433603356103873, -49.325831528411946 -23.59834511413679, -49.14616847158804 -23.59834511413679))"
42571,-23.344,-47.802,59335,"POLYGON ((-47.71216847158804 -23.426452487400883, -47.71216847158804 -23.261496271946697, -47.89183152841195 -23.261496271946697, -47.89183152841195 -23.426452487400883, -47.71216847158804 -23.426452487400883))"
42574,-23.058,-45.606,13228,"POLYGON ((-45.51616847158805 -23.140629382751374, -45.51616847158805 -22.975319861404486, -45.69583152841195 -22.975319861404486, -45.69583152841195 -23.140629382751374, -45.51616847158805 -23.140629382751374))"
42577,-20.766,-48.327,7381,"POLYGON ((-48.23716847158804 -20.84997236244871, -48.23716847158804 -20.681980945479012, -48.41683152841195 -20.681980945479012, -48.41683152841195 -20.84997236244871, -48.23716847158804 -20.84997236244871))"
42586,-21.169,-49.725,4988,"POLYGON ((-49.63516847158805 -21.252745896137387, -49.63516847158805 -21.085206674853723, -49.81483152841195 -21.085206674853723, -49.81483152841195 -21.252745896137387, -49.63516847158805 -21.252745896137387))"
42587,-23.46,-45.071,12201,"POLYGON ((-44.98116847158804 -23.542380154316657, -44.98116847158804 -23.377568409848408, -45.16083152841195 -23.377568409848408, -45.16083152841195 -23.542380154316657, -44.98116847158804 -23.542380154316657))"
42588,-23.43,-45.106,13370,"POLYGON ((-45.016168471588045 -23.512398893502247, -45.016168471588045 -23.347549721060336, -45.19583152841195 -23.347549721060336, -45.19583152841195 -23.512398893502247, -45.016168471588045 -23.512398893502247))"
42589,-22.53,-49.666,2949,"POLYGON ((-49.57616847158805 -22.61295055153095, -49.57616847158805 -22.446999600909407, -49.755831528411946 -22.446999600909407, -49.755831528411946 -22.61295055153095, -49.57616847158805 -22.61295055153095))"
42590,-20.964,-49.157,6372,"POLYGON ((-49.06716847158804 -21.047861614126763, -49.06716847158804 -20.880091330569126, -49.246831528411946 -20.880091330569126, -49.246831528411946 -21.047861614126763, -49.06716847158804 -21.047861614126763))"
42593,-21.19,-49.322,11778,"POLYGON ((-49.232168471588054 -21.2737339815894, -49.232168471588054 -21.106218551256568, -49.41183152841195 -21.106218551256568, -49.41183152841195 -21.2737339815894, -49.232168471588054 -21.2737339815894))"
42595,-22.944,-46.975,91463,"POLYGON ((-46.88516847158805 -23.026699320377425, -46.88516847158805 -22.861250118436445, -47.06483152841196 -22.861250118436445, -47.06483152841196 -23.026699320377425, -46.88516847158805 -23.026699320377425))"
42596,-22.912,-46.43,2685,"POLYGON ((-46.34016847158804 -22.99471889321003, -46.34016847158804 -22.829230600388733, -46.51983152841195 -22.829230600388733, -46.51983152841195 -22.99471889321003, -46.34016847158804 -22.99471889321003))"
42597,-21.825,-46.924,38569,"POLYGON ((-46.83416847158804 -21.908368407770233, -46.83416847158804 -21.74158298377959, -47.01383152841195 -21.74158298377959, -47.01383152841195 -21.908368407770233, -46.83416847158804 -21.908368407770233))"
42599,-22.217,-49.813,9112,"POLYGON ((-49.723168471588046 -22.300137620400807, -49.723168471588046 -22.13381307848721, -49.90283152841195 -22.13381307848721, -49.90283152841195 -22.300137620400807, -49.723168471588046 -22.300137620400807))"
42600,-23.057,-46.998,14820,"POLYGON ((-46.90816847158805 -23.13962999766054, -46.90816847158805 -22.974319248199354, -47.08783152841195 -22.974319248199354, -47.08783152841195 -23.13962999766054, -46.90816847158805 -23.13962999766054))"
42605,-23.527,-47.448,33875,"POLYGON ((-47.358168471588044 -23.609338222008578, -47.358168471588044 -23.44461022980578, -47.53783152841195 -23.44461022980578, -47.53783152841195 -23.609338222008578, -47.358168471588044 -23.609338222008578))"
42606,-23.561,-47.442,50812,"POLYGON ((-47.352168471588044 -23.64331689989851, -47.352168471588044 -23.478631495009854, -47.53183152841195 -23.478631495009854, -47.53183152841195 -23.64331689989851, -47.352168471588044 -23.64331689989851))"
42608,-20.444,-49.882,963,"POLYGON ((-49.79216847158804 -20.528150327996883, -49.79216847158804 -20.359803575396473, -49.97183152841195 -20.359803575396473, -49.97183152841195 -20.528150327996883, -49.79216847158804 -20.528150327996883))"
24972,32.886,-87.74,356,"POLYGON ((-87.65016847158805 32.81053164721746, -87.65016847158805 32.96140413412081, -87.82983152841194 32.96140413412081, -87.82983152841194 32.81053164721746, -87.65016847158805 32.81053164721746))"
24973,33.253,-86.815,30800,"POLYGON ((-86.72516847158803 33.17784543593919, -86.72516847158803 33.32808998046466, -86.90483152841193 33.32808998046466, -86.90483152841193 33.17784543593919, -86.72516847158803 33.17784543593919))"
24975,32.93,-85.882,12201,"POLYGON ((-85.79216847158804 32.85456910434793, -85.79216847158804 33.005366632680754, -85.97183152841194 33.005366632680754, -85.97183152841194 32.85456910434793, -85.79216847158804 32.85456910434793))"
24976,34.038,-86.332,586,"POLYGON ((-86.24216847158804 33.9635269671381, -86.24216847158804 34.112407704339454, -86.42183152841194 34.112407704339454, -86.42183152841194 33.9635269671381, -86.24216847158804 33.9635269671381))"
24977,31.306,-86.522,9000,"POLYGON ((-86.43216847158804 31.229216295403063, -86.43216847158804 31.382721176609266, -86.61183152841195 31.382721176609266, -86.61183152841195 31.229216295403063, -86.43216847158804 31.229216295403063))"
24978,33.603,-85.829,22709,"POLYGON ((-85.73916847158803 33.52814756591661, -85.73916847158803 33.67778751233021, -85.91883152841194 33.67778751233021, -85.91883152841194 33.52814756591661, -85.73916847158803 33.52814756591661))"
24979,33.727,-85.807,22600,"POLYGON ((-85.71716847158804 33.65225527779198, -85.71716847158804 33.80167968297277, -85.89683152841195 33.80167968297277, -85.89683152841195 33.65225527779198, -85.71716847158804 33.65225527779198))"
24980,34.33,-86.521,4025,"POLYGON ((-86.43116847158804 34.25578405808356, -86.43116847158804 34.404150348787454, -86.61083152841195 34.404150348787454, -86.61083152841195 34.25578405808356, -86.43116847158804 34.25578405808356))"
24981,34.33,-86.521,4025,"POLYGON ((-86.43116847158804 34.25578405808356, -86.43116847158804 34.404150348787454, -86.61083152841195 34.404150348787454, -86.61083152841195 34.25578405808356, -86.43116847158804 34.25578405808356))"
24982,34.986,-86.853,2308,"POLYGON ((-86.76316847158803 34.912368661042414, -86.76316847158803 35.059565176262055, -86.94283152841194 35.059565176262055, -86.94283152841194 34.912368661042414, -86.76316847158803 34.912368661042414))"
24987,32.627,-85.544,21352,"POLYGON ((-85.45416847158803 32.55131206485739, -85.45416847158803 32.70262398037, -85.63383152841193 32.70262398037, -85.63383152841193 32.55131206485739, -85.45416847158803 32.55131206485739))"
24989,30.886,-87.764,9600,"POLYGON ((-87.67416847158805 30.80887643988455, -87.67416847158805 30.963061513763787, -87.85383152841194 30.963061513763787, -87.85383152841194 30.80887643988455, -87.67416847158805 30.80887643988455))"
24999,33.255,-88.083,888,"POLYGON ((-87.99316847158804 33.17984715442973, -87.99316847158804 33.33008826001437, -88.17283152841195 33.33008826001437, -88.17283152841195 33.17984715442973, -87.99316847158804 33.17984715442973))"
25001,32.927,-87.153,5050,"POLYGON ((-87.06316847158804 32.85156654903749, -87.06316847158804 33.00236919100748, -87.24283152841194 33.00236919100748, -87.24283152841194 32.85156654903749, -87.06316847158804 32.85156654903749))"
25002,31.453,-88.256,716,"POLYGON ((-88.16616847158805 31.376336221712585, -88.16616847158805 31.529601084896992, -88.34583152841195 31.529601084896992, -88.34583152841195 31.376336221712585, -88.16616847158805 31.376336221712585))"
25007,34.279,-85.89,1395,"POLYGON ((-85.80016847158804 34.204739015906, -85.80016847158804 34.35319543669014, -85.97983152841194 34.35319543669014, -85.97983152841194 34.204739015906, -85.80016847158804 34.204739015906))"
25008,33.178,-86.624,2528,"POLYGON ((-86.53416847158803 33.102781058752335, -86.53416847158803 33.253154431369644, -86.71383152841193 33.253154431369644, -86.71383152841193 33.102781058752335, -86.53416847158803 33.102781058752335))"
25015,33.734,-87.112,595,"POLYGON ((-87.02216847158803 33.65926136875882, -87.02216847158803 33.808673585410205, -87.20183152841194 33.808673585410205, -87.20183152841194 33.65926136875882, -87.02216847158803 33.65926136875882))"
25017,31.253,-85.504,44127,"POLYGON ((-85.41416847158804 31.17617318074107, -85.41416847158804 31.329764351310285, -85.59383152841195 31.329764351310285, -85.59383152841195 31.17617318074107, -85.41416847158804 31.17617318074107))"
25020,31.301,-85.881,8598,"POLYGON ((-85.79116847158804 31.22421222517135, -85.79116847158804 31.377725252495885, -85.97083152841194 31.377725252495885, -85.97083152841194 31.22421222517135, -85.79116847158804 31.22421222517135))"
25024,30.53,-87.904,13995,"POLYGON ((-87.81416847158805 30.452591620122796, -87.81416847158805 30.6073467522161, -87.99383152841195 30.6073467522161, -87.99383152841195 30.452591620122796, -87.81416847158805 30.452591620122796))"
25025,33.672,-87.82,4612,"POLYGON ((-87.73016847158804 33.597207459073736, -87.73016847158804 33.74672755364975, -87.90983152841194 33.74672755364975, -87.90983152841194 33.597207459073736, -87.73016847158804 33.597207459073736))"
25027,31.114,-85.418,9881,"POLYGON ((-85.32816847158804 31.037060419200994, -85.32816847158804 31.19087727132638, -85.50783152841194 31.19087727132638, -85.50783152841194 31.037060419200994, -85.32816847158804 31.037060419200994))"
25030,34.429,-85.767,8700,"POLYGON ((-85.67716847158806 34.35487166094995, -85.67716847158806 34.503062657754114, -85.85683152841194 34.503062657754114, -85.85683152841194 34.35487166094995, -85.67716847158806 34.35487166094995))"
25033,34.002,-86.748,365,"POLYGON ((-86.65816847158804 33.92749540497264, -86.65816847158804 34.07643929959817, -86.83783152841194 34.07643929959817, -86.83783152841194 33.92749540497264, -86.65816847158804 33.92749540497264))"
25035,33.042,-86.047,916,"POLYGON ((-85.95716847158803 32.9666646507082, -85.95716847158803 33.11727097421676, -86.13683152841193 33.11727097421676, -86.13683152841193 32.9666646507082, -85.95716847158803 32.9666646507082))"
25036,33.642,-86.952,24999,"POLYGON ((-86.86216847158805 33.56718140522006, -86.86216847158805 33.71675363594556, -87.04183152841195 33.71675363594556, -87.04183152841195 33.56718140522006, -86.86216847158805 33.56718140522006))"
25038,30.277,-87.667,34500,"POLYGON ((-87.57716847158804 30.199391024166903, -87.57716847158804 30.354547651513272, -87.75683152841195 30.354547651513272, -87.75683152841195 30.199391024166903, -87.57716847158804 30.199391024166903))"
25043,33.297,-86.836,15420,"POLYGON ((-86.74616847158805 33.22188326390804, -86.74616847158805 33.372052109453826, -86.92583152841195 33.372052109453826, -86.92583152841195 33.22188326390804, -86.74616847158805 33.22188326390804))"
25044,33.369,-86.793,9015,"POLYGON ((-86.70316847158806 33.29394525988853, -86.70316847158806 33.4439900433699, -86.88283152841196 33.4439900433699, -86.88283152841196 33.29394525988853, -86.70316847158806 33.29394525988853))"
25046,34.671,-86.598,46000,"POLYGON ((-86.50816847158804 34.59708673370332, -86.50816847158804 34.74484737278569, -86.68783152841195 34.74484737278569, -86.68783152841195 34.59708673370332, -86.50816847158804 34.59708673370332))"
25047,34.786,-86.484,19500,"POLYGON ((-86.39416847158803 34.71218940073325, -86.39416847158803 34.85974460655698, -86.57383152841194 34.85974460655698, -86.57383152841194 34.71218940073325, -86.39416847158803 34.71218940073325))"
25049,34.567,-86.766,62300,"POLYGON ((-86.67616847158806 34.49299414373346, -86.67616847158806 34.64094005338013, -86.85583152841195 34.64094005338013, -86.85583152841195 34.49299414373346, -86.67616847158806 34.49299414373346))"
25053,33.813,-87.269,8000,"POLYGON ((-87.17916847158806 33.73833018708802, -87.17916847158806 33.88760469291273, -87.35883152841195 33.88760469291273, -87.35883152841195 33.73833018708802, -87.17916847158806 33.73833018708802))"
25055,32.957,-86.773,101,"POLYGON ((-86.68316847158805 32.881592111458815, -86.68316847158805 33.032343598454936, -86.86283152841193 33.032343598454936, -86.86283152841193 32.881592111458815, -86.68316847158805 32.881592111458815))"
25057,32.906,-85.436,3560,"POLYGON ((-85.34616847158806 32.830548667662775, -85.34616847158806 32.98138709351597, -85.52583152841196 32.98138709351597, -85.52583152841196 32.830548667662775, -85.34616847158806 32.830548667662775))"
25060,30.612,-87.761,1146,"POLYGON ((-87.67116847158805 30.53465695985908, -87.67116847158805 30.68928131519391, -87.85083152841194 30.68928131519391, -87.85083152841194 30.53465695985908, -87.67116847158805 30.53465695985908))"
25063,32.624,-87.296,3006,"POLYGON ((-87.20616847158806 32.54830953049619, -87.20616847158806 32.69962651781851, -87.38583152841196 32.69962651781851, -87.38583152841196 32.54830953049619, -87.20616847158806 32.54830953049619))"
25064,33.098,-86.867,6400,"POLYGON ((-86.77716847158807 33.02271253199909, -86.77716847158807 33.17322303724289, -86.95683152841195 33.17322303724289, -86.95683152841195 33.02271253199909, -86.77716847158807 33.02271253199909))"
25065,32.365,-86.443,107251,"POLYGON ((-86.35316847158803 32.289091514667746, -86.35316847158803 32.44084480282388, -86.53283152841195 32.44084480282388, -86.53283152841195 32.289091514667746, -86.35316847158803 32.289091514667746))"
25067,32.395,-86.364,6532,"POLYGON ((-86.27416847158807 32.31911668802331, -86.27416847158807 32.470819598022565, -86.45383152841195 32.470819598022565, -86.45383152841195 32.31911668802331, -86.27416847158807 32.31911668802331))"
25070,33.001,-87.642,2155,"POLYGON ((-87.55216847158805 32.925629640452016, -87.55216847158805 33.07630602539682, -87.73183152841193 33.07630602539682, -87.73183152841193 32.925629640452016, -87.55216847158805 32.925629640452016))"
25072,33.214,-87.588,18247,"POLYGON ((-87.49816847158803 33.13881194370318, -87.49816847158803 33.28912351097889, -87.67783152841193 33.28912351097889, -87.67783152841193 33.13881194370318, -87.49816847158803 33.13881194370318))"
25073,33.711,-87.388,700,"POLYGON ((-87.29816847158804 33.636241359777124, -87.29816847158804 33.78569361607819, -87.47783152841195 33.78569361607819, -87.47783152841195 33.636241359777124, -87.29816847158804 33.636241359777124))"
25075,32.644,-85.319,25500,"POLYGON ((-85.22916847158804 32.56832643016183, -85.22916847158804 32.71960959758412, -85.40883152841194 32.71960959758412, -85.40883152841194 32.56832643016183, -85.22916847158804 32.56832643016183))"
25078,31.269,-86.22,1020,"POLYGON ((-86.13016847158806 31.1921861895541, -86.13016847158806 31.34575132434973, -86.30983152841195 31.34575132434973, -86.30983152841195 31.1921861895541, -86.13016847158806 31.1921861895541))"
25082,31.389,-85.61,10100,"POLYGON ((-85.52016847158805 31.312283946749204, -85.52016847158805 31.465653431669825, -85.69983152841195 31.465653431669825, -85.69983152841195 31.312283946749204, -85.52016847158805 31.312283946749204))"
25084,34.337,-87.707,1010,"POLYGON ((-87.61716847158803 34.26279024493943, -87.61716847158803 34.411144155671806, -87.79683152841193 34.411144155671806, -87.79683152841193 34.26279024493943, -87.61716847158803 34.26279024493943))"
25085,32.423,-86.461,13877,"POLYGON ((-86.37116847158804 32.34714020194864, -86.37116847158804 32.4987960548109, -86.55083152841193 32.4987960548109, -86.55083152841193 32.34714020194864, -86.37116847158804 32.34714020194864))"
25086,32.429,-86.405,13877,"POLYGON ((-86.31516847158805 32.35314524300712, -86.31516847158805 32.50479100748468, -86.49483152841194 32.50479100748468, -86.49483152841194 32.35314524300712, -86.31516847158805 32.35314524300712))"
25090,33.374,-88.007,1292,"POLYGON ((-87.91716847158804 33.2989495695729, -87.91716847158804 33.4489857288324, -88.09683152841195 33.4489857288324, -88.09683152841195 33.2989495695729, -87.91716847158804 33.2989495695729))"
